structure_number,latitude,longitude,year_built,hwb_class,material,design_era,gmpe_model,sa1s_used,obs,replacement_cost_usd,vs30,nehrp_class,p_none,p_slight,p_moderate,p_extensive,p_complete,predicted_ds,repair_cost_usd
53 0010,34.07166667,-118.0716667,1951,HWB5,other,conventional,ASK14,0.161911881316089,none,1351350.0,291.9608110597917,CD,0.9999999968723701,3.1275960414781502e-09,3.3876756168376296e-14,1.078934335291125e-18,3.0453572084438644e-28,none,0.00012679797003240526
53 0012,34.38333333,-118.53,1923,HWB5,other,conventional,ASK14,0.598212458160165,none,2965942.98,332.5306274414062,CD,0.23432349816832587,0.5965641642095706,0.15570658205781518,0.013400897917672601,4.857646615742333e-06,slight,99977.58864727567
53 0015,34.415,-118.545,1916,HWB5,other,conventional,ASK14,0.522447463886594,moderate,3396640.7475,321.0732482910181,CD,0.4810276654598524,0.4679254446784885,0.04912899024514254,0.0019177302580111791,1.6935850530989148e-07,none,62660.15681189352
53 0016,34.275,-118.3716667,1925,HWB5,other,conventional,ASK14,0.520366077050395,none,3839590.755,390.8386603172603,C,0.48898454302743233,0.462027442847968,0.047188477468835886,0.0017993842778462083,1.5237791759368418e-07,none,69442.45416833123
53 0017,34.27333333,-118.3366667,1921,HWB5,other,conventional,ASK14,0.466264091078796,none,14009760.765,402.779751023919,C,0.6989164545831973,0.28730898558158846,0.013504692708878916,0.00026985996073277605,7.1656025663387255e-09,none,136834.97449434263
53 0018,34.26833333,-118.335,1975,HWB5,other,seismic,ASK14,0.413782184928865,none,10876435.6701,453.7248718261977,C,0.8682910305258043,0.1291594554963123,0.0025246904582442494,2.482333494866312e-05,1.8469051909144058e-10,none,44408.10529540042
53 0025,34.01166667,-118.16,1950,HWB5,other,conventional,ASK14,0.13640687987401,none,2434159.728,366.0206945800783,C,0.9999999999869312,1.3068746496464496e-11,3.436367270083151e-17,3.7795386540633503e-22,1.6340312353314792e-32,none,9.543491844775047e-07
53 0027,34.03166667,-118.8416667,1927,HWB7,other,conventional,ASK14,0.132783596458446,none,3413329.920000001,366.515018880704,C,1.0,4.952897515037884e-25,8.487706484547363e-37,4.001628077360277e-46,1.202751207812167e-60,none,5.071761983654916e-20
53 0028,34.01666667,-118.8166667,1927,HWB7,other,conventional,ASK14,0.134289789472964,none,3441708.27,361.8612950610349,C,1.0,8.871345175559834e-25,1.7340128923032468e-36,8.938948845102303e-46,3.0360739658791333e-60,none,9.159774617072408e-20
53 0029,34.025,-118.7633333,1926,HWB7,other,conventional,ASK14,0.0906702781288674,none,1917565.65,600.0,BC,1.0,2.121426755110869e-34,4.22843413426067e-48,9.701754871398986e-59,4.660526387821575e-75,none,1.220392522377534e-29
53 0030,34.03333333,-118.7416667,1947,HWB3,other,conventional,ASK14,0.15380424798896,none,0.0,358.9543418977236,CD,1.0,7.305698013062267e-33,6.269691348811486e-39,2.7646264920242706e-44,1.6286009599748359e-55,none,0.0
53 0031,34.03333333,-118.7333333,1926,HWB5,other,conventional,ASK14,0.153984880822644,none,2397403.008,357.5036255445551,CD,0.999999999322666,6.773290751231515e-10,4.8495697267422195e-15,1.1315853419774118e-19,1.8443079613189015e-29,none,4.871585304084872e-05
53 0033,34.03833333,-118.6483333,1925,HWB3,other,conventional,ASK14,0.101975943890541,none,1047251.205,616.4305837239351,BC,1.0,1.8842910688764644e-44,1.6537607470478973e-51,1.1302622024020045e-57,1.8854345573852454e-70,none,5.919979662880153e-40
53 0034,34.03666667,-118.635,1926,HWB3,other,conventional,ASK14,0.104351995893022,none,1839772.935,613.8774511718632,BC,1.0,9.395108517591336e-44,9.370625002661931e-51,7.110216092496383e-57,1.4484858941659602e-69,none,5.185461290804805e-39
53 0035,34.03833333,-118.5833333,1933,HWB5,other,conventional,ASK14,0.112605681159615,none,3054834.783000001,606.388654938077,BC,0.9999999999999879,1.214633455972744e-14,6.516269096069154e-21,2.1759440730829623e-26,1.1500271094588988e-37,none,1.1131529514769688e-09
53 0041,34.00833333,-118.1583333,1950,HWB5,other,conventional,ASK14,0.135481208359002,none,5057589.537,363.8091910078165,C,0.9999999999896418,1.0358175275485587e-11,2.574400617522628e-17,2.7142539103495975e-22,1.089130211940337e-32,none,1.571632383423731e-06
53 0042,34.08,-118.225,1944,HWB5,other,conventional,ASK14,0.167317394197536,none,1351350.0,382.9445617675862,C,0.999999991768963,8.23092009057624e-09,1.1684890916391415e-13,4.560899862471606e-18,1.843576645434516e-27,none,0.00033369824977472093
53 0061,34.22,-118.1933333,1930,HWB7,other,conventional,ASK14,0.141204715020552,none,5214156.948,632.358246244476,BC,1.0,1.1434152450231475e-23,4.0136673021623626e-35,3.0790709590150935e-44,1.8019557853879064e-58,none,1.7885839633027126e-18
53 0062,33.9,-118.395,1930,HWB5,other,conventional,ASK14,0.157204892033571,none,6529930.407000001,316.2416015624984,CD,0.9999999987177852,1.2822039295107364e-09,1.088961669850176e-14,2.888764340580873e-19,5.904720273438772e-29,none,0.00025118676196533304
53 0063,34.24333333,-118.19,1931,HWB5,other,conventional,ASK14,0.111119263750712,none,3774482.712000001,823.6441064453136,B,0.9999999999999928,7.241083957414993e-15,3.4788865031481644e-21,1.0694893758335537e-26,4.885869612921017e-38,none,8.199414368919522e-10
53 0065,34.50833333,-118.63,1951,HWB5,other,conventional,ASK14,0.255008340523704,none,1351350.0,336.8545471191437,CD,0.999798846928666,0.00020106405673990464,8.896796659253465e-08,4.6627481271536297e-11,1.8661989171383246e-18,none,8.160871293710716
53 0069,34.03,-118.205,1965,HWB1,other,conventional,ASK14,0.149520065756254,none,1726725.0,373.9792358398723,C,1.0,5.746268932237326e-18,1.951408647410624e-22,3.462480445162901e-30,9.001963844951174e-37,none,2.976937430307932e-13
53 0070,34.03,-118.2033333,1965,HWB5,other,conventional,ASK14,0.149638650392077,none,1351350.0,373.9406547460005,C,0.9999999997246497,2.7534870656402086e-10,1.556460038201636e-15,3.040992726940706e-20,3.623121591216122e-30,none,1.116294251451411e-05
53 0073,34.07833333,-118.2816667,1949,HWB5,other,conventional,ASK14,0.179421921523914,none,8019586.575,394.6990035340575,C,0.9999999409288638,5.906964668829883e-08,1.4894436336512557e-12,8.956887630437555e-17,7.768151671690314e-26,none,0.01421238012449407
53 0074,34.16,-118.635,1957,HWB7,other,conventional,ASK14,0.267348796317974,none,0.0,296.3212145996081,CD,0.9999999999934719,6.528163400725356e-12,3.8250806498336484e-20,4.553334217943905e-27,2.667616927849578e-38,none,0.0
53 0075,34.03,-118.2,1965,HWB3,other,conventional,ASK14,0.147520890479286,none,1351350.0,373.8634948730765,C,1.0,5.895567579105407e-34,4.014905591100582e-40,1.465321564406364e-45,6.012693975434367e-57,none,2.3900969148908678e-29
53 0081,34.03166667,-118.1983333,1965,HWB5,other,conventional,ASK14,0.141929891802542,none,11376441.32625,387.674199919155,C,0.999999999950471,4.95288807373478e-11,1.8084538943606973e-16,2.5448642202620907e-21,1.6992869960689753e-31,none,1.6904036767292965e-05
53 0086,34.25666667,-118.1966667,1931,HWB7,other,conventional,ASK14,0.117453060621562,none,4793319.531,810.2870688750522,B,1.0,7.131861216394223e-28,2.920653027030093e-40,5.211200164018503e-50,4.143509578554735e-65,none,1.0255586898288355e-22
53 0088,34.25,-118.1933333,1931,HWB3,other,conventional,ASK14,0.115646469888224,none,889638.75,816.0219397351001,B,1.0,1.038310861728472e-40,1.8321501341898302e-47,2.21636722987141e-53,1.101294126369671e-65,none,2.771166035384956e-36
53 0089,33.97666667,-118.4316667,1933,HWB5,other,conventional,ASK14,0.186806834596685,none,4142482.344,325.6120196120058,CD,0.999999825327283,1.7466658351795044e-07,6.1329602252179664e-12,4.732464135843024e-16,6.376647025013076e-25,none,0.021708630093757016
53 0090,34.05833333,-118.2416667,1950,HWB3,other,conventional,ASK14,0.205059813608147,none,1477187.712,302.7062397639024,CD,1.0,7.780482744767439e-26,3.284969912276914e-31,5.331881877273019e-36,3.7964668120480036e-46,none,3.448008873306105e-21
53 0091,34.41166667,-118.6666667,1925,HWB5,other,conventional,ASK14,0.319967833933569,none,635359.7249999999,334.5081283134377,CD,0.991890399272777,0.008087685987537648,2.1868998665851046e-05,4.574099810266178e-08,2.142425448104426e-14,none,155.27653833672304
53 0093,34.42833333,-118.6266667,1989,HWB6,other,seismic,ASK14,0.313939233946212,none,11767345.59,389.2240505325508,C,0.9996759686023294,0.0003240301728984767,1.221702712911106e-09,3.069326470013364e-12,2.7002879281643365e-19,none,114.3904099078168
53 0098,34.13833333,-118.36,1948,HWB3,other,conventional,ASK14,0.215206960762424,none,5318055.49275,466.3109204101444,C,1.0,9.631730349086232e-25,5.312505240696295e-30,1.0730228436804347e-34,1.1607620889655434e-44,none,1.5366848978140867e-19
53 0101,34.03166667,-118.1916667,1965,HWB5,other,conventional,ASK14,0.146792907787044,none,8159154.003,373.4101238113456,C,0.9999999998511134,1.4888586025996514e-10,7.181749308378938e-16,1.2456060606694225e-20,1.2027411246320513e-30,none,3.6443948683302464e-05
53 0102,34.06166667,-118.2466667,1949,HWB5,other,conventional,ASK14,0.19549800312268,none,1351350.0,328.2610913982107,CD,0.9999994343247077,5.656464577210982e-07,2.883155617426706e-11,2.94619740514751e-15,6.522063540601711e-24,none,0.02293470813645304
53 0103,34.06166667,-118.2466667,1949,HWB5,other,conventional,ASK14,0.197543504524455,none,1351350.0,328.2610913982107,CD,0.9999992649341004,7.35025097820534e-07,4.079731050399547e-11,4.445569570245326e-15,1.102517842041939e-23,none,0.02980269699571745
53 0109,34.065,-118.005,1933,HWB3,other,conventional,ASK14,0.14168855374166,none,1351350.0,302.1413818359397,CD,1.0,4.960307472810177e-35,2.700907594853425e-41,8.209657978518451e-47,2.3744809582089387e-58,none,2.010936370939528e-30
53 0118,33.90833333,-118.4316667,1937,HWB10,other,conventional,ASK14,0.151818643061518,none,12340903.575,340.0013702946723,CD,1.0,3.92783620924539e-26,2.3632291059980382e-36,4.5619344701785254e-42,9.363519166703822e-52,none,1.454191437734043e-20
53 0119,34.03,-118.1883333,1965,HWB5,other,conventional,ASK14,0.14838104685299,none,5171075.91,365.6629002764707,C,0.999999999789626,2.1037294927481123e-10,1.1091050665188453e-15,2.0564339859604253e-20,2.233895945760728e-30,none,3.263609355122308e-05
53 0121,34.11333333,-118.1766667,1912,HWB7,other,conventional,ASK14,0.154455575605077,none,16130794.68,420.2433230150843,C,1.0,9.419168443287275e-22,9.405110984203198e-33,1.4674390262336442e-41,2.269448549604167e-55,none,4.558160166571437e-16
53 0123,34.06166667,-118.17,1972,HWB5,other,conventional,ASK14,0.135228701449731,none,18448810.38,421.7589343261719,C,0.9999999999902828,9.717170490888058e-12,2.3780848440428584e-17,2.4783921338189927e-22,9.743715860726242e-33,none,5.378142173907928e-06
53 0130,34.05666667,-118.2116667,1934,HWB1,other,conventional,ASK14,0.147209523951576,none,2110538.43,406.8554800916993,C,1.0,2.916260730781842e-18,9.088211353604949e-23,1.4161576989190677e-30,3.340797052141161e-37,none,1.8466175514265345e-13
53 0133,34.055,-118.2033333,1972,HWB1,other,conventional,ASK14,0.14340818705051,none,44599306.75200001,415.2382223795678,C,1.0,9.2076416495692e-19,2.4837577533287445e-23,3.111517382839979e-31,6.234373709257025e-38,none,1.2320519222775043e-12
53 0137,33.92666667,-118.1083333,1934,HWB5,other,conventional,ASK14,0.148744265061416,none,11051250.21,263.8467293992175,D,0.9999999997725257,2.2747303893877586e-10,1.2237219509973418e-15,2.3036219306567044e-20,2.570287282954678e-30,none,7.541692603648675e-05
53 0138,34.03,-118.52,1940,HWB3,other,conventional,ASK14,0.186469085540193,none,2354457.105,371.9656274414139,C,1.0,4.651621328093232e-28,1.1604533848929935e-33,1.224770133531221e-38,3.828704233955285e-49,none,3.285634724332247e-23
53 0143,34.06333333,-118.585,1941,HWB7,other,conventional,ASK14,0.122670923255238,none,3012986.1762,576.1481896972725,BC,1.0,7.560393774705769e-27,5.141925277105728e-39,1.2945446960347071e-48,1.648849909459273e-63,none,6.833808578957501e-22
53 0144,34.08833333,-118.6016667,1934,HWB7,other,conventional,ASK14,0.180520703464224,none,2294637.345,402.2181713817456,C,1.0,1.25596111515306e-18,7.706907386880011e-29,4.1284012788504405e-37,3.4560210194312795e-50,none,8.645925837508935e-14
53 0146,34.235,-118.6033333,1964,HWB3,other,conventional,ASK14,0.357731268881746,none,3032915.885999999,286.4506568352087,CD,0.9999999999999908,9.159893499799393e-15,8.347646485776077e-19,1.6754396669699821e-22,1.4678044686467536e-30,none,8.336382640020846e-10
53 0147,34.49666667,-118.2166667,1965,HWB3,other,conventional,ASK14,0.138074100329582,none,1351350.0,445.7204455750319,C,1.0,9.945497497795265e-36,4.692290524406091e-42,1.2685377261701277e-47,2.9324832625989604e-59,none,4.031959485877985e-31
53 0162,34.1,-118.2466667,1961,HWB3,other,conventional,ASK14,0.20141340833127,none,4114860.75,354.1370035297946,CD,1.0,3.010858139517447e-26,1.151030237100916e-31,1.7224760644341986e-36,1.0499497269142614e-46,none,3.716816487040606e-21
53 0163,34.09666667,-118.2433333,1961,HWB1,other,conventional,ASK14,0.19139327081108,none,14199715.53,368.1721551744827,C,0.9999999999998791,1.20854132390932e-13,1.5985152295954292e-17,2.2179781268951037e-24,2.6889797471865365e-30,none,5.150098779438399e-08
53 0164,34.105,-118.2516667,1961,HWB3,other,conventional,ASK14,0.212881445622334,none,3829005.18,348.1529739381435,CD,1.0,5.496544679723176e-25,2.8548172730189786e-30,5.48944844356452e-35,5.405143403310696e-45,none,6.313976869364237e-20
53 0166,34.14333333,-118.165,1953,HWB10,other,conventional,ASK14,0.160344923732903,none,138337496.7975,423.2907128906257,C,1.0,6.856073764552228e-25,7.147978588792759e-35,1.8121053867934265e-40,5.669988108800493e-50,none,2.8453562481325764e-18
53 0171,33.935,-118.0916667,1953,HWB5,other,conventional,ASK14,0.142133689186588,none,4727022.300000001,274.0150564254948,CD,0.9999999999480645,5.1935301683429093e-11,1.9189509183622884e-16,2.724512715586066e-21,1.848053194221143e-31,none,7.365052447053884e-06
53 0213,33.94333333,-118.0983333,1953,HWB1,other,conventional,ASK14,0.141788192775601,none,42385254.91199999,280.431069724514,CD,1.0,5.55194677883304e-19,1.4066211713652104e-23,1.6028054626094555e-31,2.9915940609856313e-38,none,7.060097344353157e-13
53 0214,33.89333333,-118.0416667,1955,HWB5,other,conventional,ASK14,0.114800701839644,none,7410182.779999998,307.3950629208381,CD,0.9999999999999745,2.555350313731576e-14,1.6091752874459178e-20,6.05925456861061e-26,3.957563200292034e-37,none,5.6806934070430504e-09
53 0235,34.065,-118.0666667,1937,HWB5,other,conventional,ASK14,0.161155907127749,none,15746560.83,287.7208675441406,CD,0.9999999972810605,2.7189112105521413e-09,2.833575275134134e-14,8.766698641027758e-19,2.350979128237936e-28,none,0.0012844407217533298
53 0240,34.06166667,-118.2483333,1948,HWB3,other,conventional,ASK14,0.191261342578454,none,3438825.390000001,335.8946629962196,CD,1.0,1.8654529759308408e-27,5.3559049549637086e-33,6.341294097038091e-38,2.469693447470112e-48,none,1.9245048522073324e-22
53 0242,34.01833333,-118.4216667,1959,HWB5,other,conventional,ASK14,0.228451861877176,none,8091235.152000002,290.5682911631886,CD,0.9999782839395632,2.1712115193568922e-05,3.944190795291441e-09,1.0524391416557302e-12,1.2732565081094213e-20,none,5.272890089254317
53 0246,34.06333333,-118.2466667,1948,HWB5,other,conventional,ASK14,0.19093624975423,none,13508274.78,338.601877811126,CD,0.9999996907506523,3.092363564247638e-07,1.2990058612974916e-11,1.1473329677783262e-15,1.9628140951932736e-24,none,0.12533153197366628
53 0255,34.11,-118.2483333,1961,HWB1,other,conventional,ASK14,0.223098624226539,none,54141034.14720001,331.1174095859255,CD,0.9999999999725487,2.744280502338506e-11,8.419739468684764e-15,4.177006657132908e-21,1.3153494317647877e-26,none,4.460992364468562e-05
53 0256,34.105,-118.2483333,1961,HWB3,other,conventional,ASK14,0.213770928455801,none,3091888.8,342.2222718303883,CD,1.0,6.819186226496885e-25,3.624434980996607e-30,7.102118901408857e-35,7.250133185311697e-45,none,6.325339311935127e-20
53 0273,33.95166667,-118.1733333,1950,HWB5,other,conventional,ASK14,0.166400203433652,none,18076945.887,263.0826913989738,D,0.9999999929869097,7.012995175595684e-09,9.515310636602233e-14,3.5897734501816356e-18,1.3663921695075123e-27,none,0.0038033436512784733
53 0274,33.95,-118.1616667,1933,HWB5,other,conventional,ASK14,0.162921263624749,none,17502257.2725,261.1723905682376,D,0.9999999962362771,3.763680006887356e-09,4.290872133858978e-14,1.4202301353127517e-18,4.29063431830545e-28,none,0.001976246959329929
53 0276,34.11833333,-118.165,1939,HWB5,other,conventional,ASK14,0.152722544699572,none,21064860.0162,420.436735839846,C,0.9999999994760348,5.239616518289233e-10,3.5050839769299263e-15,7.771720999149466e-20,1.157559936059139e-29,none,0.00033112127262653683
53 0279,33.87666667,-118.0133333,1934,HWB3,other,conventional,ASK14,0.12795881894088,none,4068284.220000001,252.4436253446712,D,1.0,7.9624847940883e-38,2.463253405910531e-44,4.715725772139653e-50,5.635504343342104e-62,none,9.718103388953749e-33
53 0283,34.105,-118.2483333,1961,HWB3,other,conventional,ASK14,0.21256643706938,none,1351350.0,342.2222718303883,CD,1.0,5.090817119178098e-25,2.6225130119642152e-30,5.009065988639534e-35,4.86930084465866e-45,none,2.0638710673563173e-20
53 0303,34.52,-118.005,1952,HWB6,other,conventional,ASK14,0.0939031389706877,none,2838465.63,450.0632788085193,C,1.0,1.771323648321726e-21,1.78799446685764e-33,1.949172678832538e-38,9.268950028781927e-51,none,1.508352388614288e-16
53 0316,34.01166667,-118.4933333,1926,HWB5,other,conventional,ASK14,0.177436480967047,none,3923094.049875001,377.3805520569122,C,0.9999999565024945,4.349650444485522e-08,1.000937335407835e-12,5.618910904801102e-17,4.315290145999816e-26,none,0.005119540530152369
53 0317,34.08333333,-118.295,1951,HWB1,other,conventional,ASK14,0.191956191826021,none,1726725.0,389.8696472167969,C,0.9999999999998651,1.3482151233403138e-13,1.812280006914005e-17,2.5767782647914344e-24,3.1816661107154976e-30,none,6.986493725017713e-09
53 0329,34.09833333,-118.0733333,1937,HWB5,other,conventional,ASK14,0.165344508248015,none,2210105.898,302.0613376291749,CD,0.9999999941791388,5.820786252132264e-09,7.494407500859583e-14,2.7180940813847212e-18,9.65046599887262e-28,none,0.0003859498730542396
53 0363,34.37166667,-118.4983333,1969,HWB3,other,conventional,ASK14,0.524967921039774,none,1351350.0,375.9586855018142,C,0.9999999953798754,4.616677599057651e-09,3.443159311450777e-12,3.879897133891123e-15,9.264323712074623e-22,none,0.0001875359620474389
53 0365,34.04,-118.595,1940,HWB3,other,conventional,ASK14,0.131120090179215,none,870269.4000000001,507.7357421874804,C,1.0,3.805236220366169e-37,1.3478624305145185e-43,2.882480872924073e-49,4.256708556412186e-61,none,9.934751311159144e-33
53 0368,34.06333333,-118.215,1960,HWB3,other,conventional,ASK14,0.149597539620925,moderate,41796469.9152,414.5871008300766,C,1.0,1.3770999572361017e-33,1.0133902093679682e-39,3.940591175844085e-45,1.8252826480120343e-56,none,1.7267408965171055e-27
