structure_number,latitude,longitude,year_built,hwb_class,material,design_era,sa1s_shakemap,obs,replacement_cost_usd,vs30,nehrp_class,p_none,p_slight,p_moderate,p_extensive,p_complete,predicted_ds,repair_cost_usd
53 1601,34.22833333,-118.26,1957,HWB3,other,conventional,0.1451,none,1351350.0,544.5337377930198,C,1.0,2.146258076978043e-34,1.3334720541149472e-40,4.514982586811949e-46,1.6050505095169767e-57,none,8.70105197302505e-30
53 1602,34.22,-118.2516667,1967,HWB3,other,conventional,0.1143,none,1351350.0,426.4652134824361,C,1.0,4.734364399179272e-41,7.82824872386329e-48,8.979746020573398e-54,4.0308989920554594e-66,none,1.9193358455486194e-36
53 1607,34.15333333,-118.6966667,1974,HWB7,other,conventional,0.3636,none,1351350.0,378.7108648976788,C,0.9999999154792693,8.452071354552102e-08,1.720730381665342e-14,2.3044767958735717e-20,3.734142436298347e-30,none,0.0034265138477471814
53 1622,34.02,-118.0466667,1999,HWB7,other,seismic,0.1673,none,1554052.5,390.095011592386,C,1.0,4.049803606397891e-20,1.025331046880692e-30,3.0097938565247146e-39,1.1057531488715422e-52,none,1.888082225836971e-15
53 1632,33.86166667,-118.2066667,1968,HWB7,other,conventional,0.134,none,13194371.19,235.1080542681505,D,1.0,7.936241375478011e-25,1.5126410810750294e-36,7.66551528756954e-46,2.5433138570610297e-60,none,3.1414114368607575e-19
53 1633,33.86,-118.2066667,1968,HWB7,other,conventional,0.134,none,7425488.070000001,235.2615141438702,D,1.0,7.936241375478011e-25,1.5126410810750294e-36,7.66551528756954e-46,2.5433138570610297e-60,none,1.7679139696365567e-19
53 1641,34.44666667,-118.67,1999,HWB7,other,seismic,0.5087,none,1554052.5,356.8439160156247,CD,0.9998084726496738,0.0001915255493719107,1.8009208633227183e-09,3.3459418882094e-14,2.014624506212187e-22,none,8.929446675503756
53 1673,34.12333333,-118.125,1999,HWB3,other,seismic,0.1336,none,1554052.5,398.1829650878911,C,1.0,1.2518905749933832e-36,4.920075224392052e-43,1.1455227411139582e-48,1.990122764067785e-60,none,5.836517150273382e-32
53 1674,34.08,-118.1516667,1979,HWB4,other,seismic,0.1513,none,8066108.05,402.1160833147189,C,1.0,2.726953713077555e-33,2.136666447287206e-39,8.745885778747872e-45,4.468663094230043e-56,none,6.598784776951985e-28
53 1679,34.125,-118.0983333,1910,HWB7,other,conventional,0.1364,none,1351350.0,372.3393817004139,C,1.0,1.9753414450321555e-24,4.630977130370303e-36,2.700977275450657e-45,1.0862430724276573e-59,none,8.008132985282675e-20
53 1689,33.985,-118.465,1907,HWB3,other,conventional,0.3237,none,1351350.0,257.4867602539059,D,0.9999999999999999,1.6514053728478367e-16,8.679374776168067e-21,1.1097089221587826e-24,4.100260158411211e-33,none,6.695818636543368e-12
53 1690,33.98333333,-118.465,1907,HWB3,other,conventional,0.3237,none,1351350.0,256.8460479736335,D,0.9999999999999999,1.6514053728478367e-16,8.679374776168067e-21,1.1097089221587826e-24,4.100260158411211e-33,none,6.695818636543368e-12
53 1691,33.98166667,-118.465,1907,HWB3,other,conventional,0.3237,none,8083075.0,258.1546472167965,D,0.9999999999999999,1.6514053728478367e-16,8.679374776168067e-21,1.1097089221587826e-24,4.100260158411211e-33,none,4.005091517784273e-11
53 1702,33.87333333,-118.1016667,1999,HWB7,other,seismic,0.1428,none,932431.4999999999,244.3636275640015,D,1.0,2.0086104624807025e-23,8.037368091986174e-35,6.73930914050597e-44,4.4545682564011855e-58,none,5.618674999399678e-19
53 1713,34.27666667,-118.485,1978,HWB8,other,seismic,1.038,none,1486485.0,305.4463220214841,CD,0.036100667317132795,0.25805857500793716,0.38382846217991495,0.3122548468898111,0.009757448605204007,moderate,187697.26366405797
53 1728,34.44666667,-118.4933333,1981,HWB8,other,seismic,0.5792,slight,6010354.350000001,408.7591599337185,C,0.8684661047896589,0.1227770372758786,0.008393233864248556,0.0003635490714314688,7.499878246243171e-08,none,26720.425230447527
53 1743,33.87333333,-118.2216667,1974,HWB5,other,conventional,0.1159,none,1351350.0,263.2907464961919,D,0.9999999999999633,3.676498365492053e-14,2.5057492081014674e-20,1.0011573074566235e-25,7.259345172670755e-37,none,1.4904735288114826e-09
53 1745,33.87333333,-118.215,1952,HWB7,other,conventional,0.1159,none,1351350.0,241.3139050292984,D,1.0,3.428760630120111e-28,1.2020948758569913e-40,1.930187502054334e-50,1.3284943096419668e-65,none,1.390036703255143e-23
53 1753,34.24333333,-118.57,1963,HWB3,other,conventional,0.9031,none,9786026.25,286.6136962890636,CD,0.9987838352862064,0.0011993476485877778,1.660629141862603e-05,2.10768574158377e-07,5.21304199144249e-12,none,365.621893172512
53 1758,34.24833333,-118.4933333,1957,HWB7,other,conventional,0.9298,none,1351350.0,344.8191523116092,CD,0.7039986023560102,0.29405025250081823,0.001947381791676471,3.7633373120703197e-06,1.4183010265289258e-11,none,12132.743227879359
53 1762,34.21333333,-118.4966667,1955,HWB5,other,conventional,0.8211,none,1351350.0,291.56756893899,CD,0.010494649773178155,0.2552232617806143,0.47018218945164664,0.2618436578802407,0.002256241114320218,moderate,152686.91298040806
53 1771,34.05333333,-118.24,1971,HWB5,other,conventional,0.2534,none,13688817.39225,302.6045849609466,CD,0.9998216464895178,0.00017827851169977386,7.496098997799376e-08,3.779248302587642e-11,1.4120695984940118e-18,none,73.29487926649644
53 1772,34.055,-118.2216667,1999,HWB3,other,seismic,0.2093,none,10146926.79,399.5223075385479,C,1.0,2.27568511827938e-25,1.0760383449562484e-30,1.916109368061042e-35,1.6288959623100626e-45,none,6.927450440401139e-20
53 1773,34.10333333,-118.38,1956,HWB5,other,conventional,0.2125,none,5873192.325000001,629.8518530271368,BC,0.9999957132313676,4.286336629445168e-06,4.3192918313057064e-10,7.381799246210287e-14,4.0583809092539105e-22,none,0.7554374344725956
53 1776,34.40833333,-118.4583333,1968,HWB5,other,conventional,0.5779,none,1351350.0,471.0464536981181,C,0.2904890472938839,0.5803580627086751,0.12065910683645026,0.008491631218223555,2.151942767196051e-06,slight,39443.92025266106
53 1777,34.41166667,-118.4566667,1938,HWB5,other,conventional,0.6845,none,1351350.0,433.1931678970781,C,0.08099715217627212,0.5307844705724133,0.3265037101977872,0.06162614445533828,8.852259818910691e-05,slight,77755.1785217965
53 1779,34.01166667,-118.3733333,1985,HWB6,other,seismic,0.2797,none,4007603.199600001,343.096006568139,CD,0.9999666931310901,3.330683859877077e-05,3.026574141335335e-11,4.5343582094217524e-14,1.2577344269013333e-21,none,4.004427536986182
53 1780,34.05333333,-118.2416667,1975,HWB4,other,seismic,0.2223,none,1486485.0,300.9675955499697,CD,1.0,5.0496408733563995e-24,3.332437919684598e-29,7.794960371559568e-34,1.1165485236420624e-43,none,2.2519042559379777e-19
53 1785,34.21833333,-118.23,1935,HWB3,other,conventional,0.1573,none,9588819.240000002,439.6169812010336,C,1.0,2.7853107476964577e-32,2.7074763159528475e-38,1.3219140992701094e-43,9.46212929420721e-55,none,8.012373155584858e-27
53 1786,34.17,-118.2283333,1933,HWB15,other,conventional,0.1712,none,10885754.88,804.7014053545051,B,1.0,0.0,0.0,1.4646369412645055e-28,1.3573025915439798e-38,none,3.9859196841771177e-22
53 1787,34.19166667,-118.2266667,1933,HWB3,other,conventional,0.1307,none,10167282.125,752.7964639904814,BC,1.0,3.1004448343064373e-37,1.0788381338812886e-43,2.2738154129868135e-49,3.2656988849055846e-61,none,9.456937978156863e-32
53 1795,33.82833333,-118.095,1956,HWB8,other,conventional,0.1348,none,1351350.0,233.1930712890621,D,1.0,2.0773396930532654e-17,2.1226142550033705e-22,7.155479002237288e-27,2.2032009784590545e-36,none,8.421868478378361e-13
53 1799,34.42333333,-118.4483333,1983,HWB8,other,seismic,0.6845,none,1486485.0,352.2134439063151,CD,0.6117816227486854,0.3265037101977872,0.056233405874810995,0.005476265455737401,4.995722978997008e-06,none,23290.017857411593
53 1800,33.88833333,-118.0016667,1984,HWB4,other,seismic,0.1232,none,1486485.0,312.7873455329625,CD,1.0,6.813173388442516e-39,1.7079733543868562e-45,2.75325310923847e-51,2.3684768714843714e-63,none,3.0383060444073407e-34
53 1812,34.15333333,-118.7566667,1982,HWB4,other,seismic,0.2966,none,4965961.0,409.0156640658129,C,1.0,4.024776043209378e-18,1.3062865062468565e-22,1.125430452242443e-26,1.9533308388324974e-35,none,5.996583356442308e-13
53 1813,34.215,-118.2233333,1935,HWB3,other,conventional,0.1309,none,7414407.0,594.1864146282661,BC,1.0,3.418417852965681e-37,1.1996139042319594e-43,2.545966892916121e-49,3.70538038472944e-61,none,7.60366949297389e-32
53 1814,34.05666667,-118.0183333,1958,HWB3,other,conventional,0.1458,none,1351350.0,313.1541638151037,CD,1.0,2.8815493624080974e-34,1.8387311666368084e-40,6.363092211235245e-46,2.3584267387033848e-57,none,1.1681965071040414e-29
53 1822,34.25666667,-118.49,1956,HWB5,other,conventional,0.9433,none,6079273.200000001,371.5804589843821,C,0.001341615162235743,0.09215721505061358,0.3814079614690761,0.5091656079540708,0.015927600364003744,extensive,1072969.5652357826
53 1826,34.05666667,-118.2466667,1964,HWB5,other,conventional,0.2223,none,1351350.0,305.9416172297098,CD,0.9999880481070722,1.1950153807493459e-05,1.7387280731105775e-09,3.9223450772875136e-13,3.524794009271986e-21,none,0.4846533133587466
53 1827,34.05333333,-118.2516667,1982,HWB4,other,seismic,0.2223,none,1486485.0,305.4917550668354,CD,1.0,5.0496408733563995e-24,3.332437919684598e-29,7.794960371559568e-34,1.1165485236420624e-43,none,2.2519042559379777e-19
53 1836,34.43,-118.5366667,1985,HWB6,other,seismic,0.7187,none,3837549.315600001,345.0288408432848,CD,0.2325225361984855,0.7333684122512903,0.030991659470695383,0.0031164360180460015,9.560614827868632e-07,slight,96938.22334294382
53 1840,34.425,-118.56,1985,HWB2,other,seismic,0.9785,none,1899397.5,309.8856506347656,CD,0.8834257090745617,0.11593247195087349,0.0006297635855888542,1.205531106158519e-05,7.791432658618158e-11,none,6707.473737087258
53 1841,34.15,-118.1666667,1954,HWB3,other,conventional,0.0734,none,1351350.0,431.5187833578451,C,1.0,4.886537459464643e-55,6.902702939470754e-63,1.0598021981719648e-69,1.0184002000414119e-83,none,1.9810267933780405e-50
53 1842,34.06333333,-118.0866667,1925,HWB5,other,conventional,0.1643,none,1351350.0,297.2308615620078,CD,0.9999999951695573,4.830383631241156e-09,5.902921676770202e-14,2.058491164425317e-18,6.819242761858578e-28,none,0.0001958325498283339
53 1843,34.18333333,-118.1666667,1955,HWB5,other,conventional,0.1318,none,1351350.0,443.3409537747066,C,0.999999999996002,3.9979891263343586e-12,7.910324884683276e-18,7.028405046453464e-23,2.085566039888718e-33,none,1.620813333693053e-07
53 1846,34.07666667,-118.815,1960,HWB28,other,conventional,0.2072,none,1426425.0,394.6579089355523,C,1.0,1.3428384939982152e-25,6.004872817235557e-31,1.0215716769238272e-35,7.95824608269427e-46,none,5.746443724052867e-21
53 1847,34.09166667,-118.6783333,1981,HWB16,other,seismic,0.1941,none,1899397.5,369.1959973349892,C,1.0,0.0,5.99969256598059e-30,3.941965845584675e-35,5.383331306030817e-44,none,9.116828032476521e-25
53 1859,34.15833333,-118.2533333,1986,HWB4,other,seismic,0.2682,none,4501740.543300001,327.0276803736605,CD,1.0,4.428505676436544e-20,8.247107013471774e-25,4.5088880750156695e-29,3.277575171490703e-38,none,5.9810921263872466e-15
53 1860,34.44,-118.5116667,1985,HWB6,other,seismic,0.635,none,5146746.2046,394.8963409971669,C,0.4556219915395646,0.5370882461600015,0.006891883627504616,0.0003978417579234222,3.691500578859872e-08,slight,86277.45647754196
53 1874,34.11333333,-118.1766667,1912,HWB7,other,conventional,0.1391,none,0.0,420.2433230150843,C,1.0,5.35783992245428e-24,1.5786447075200269e-35,1.0753006336901646e-44,5.347893349575605e-59,none,0.0
53 1876,34.08666667,-118.21,1940,HWB3,other,conventional,0.2152,none,4248319.075,431.3452514648452,C,1.0,9.615700885122756e-25,5.302714970830795e-30,1.0708885975180293e-34,1.1581289416125772e-44,none,1.2255349879303386e-19
53 1877,34.09333333,-118.2033333,1939,HWB3,other,conventional,0.1719,none,4637833.2,428.8042345798845,C,1.0,4.864764691753035e-30,7.733519784431799e-36,5.645833602497117e-41,8.721675651877219e-52,none,6.768618853354455e-25
53 1879,34.11166667,-118.1783333,1940,HWB3,other,conventional,0.1391,none,5885707.627800001,418.0734705224041,C,1.0,1.578643932571427e-35,7.760217307881908e-42,2.169567659888878e-47,5.347893349575605e-59,none,2.7874346446362913e-30
53 1880,34.04,-118.23,1932,HWB5,other,conventional,0.2334,none,2516213.700000001,343.1221228026749,CD,0.9999657272865251,3.4265303726321374e-05,7.407493776359179e-09,2.254835632476925e-12,3.444758714547642e-20,none,2.588057325522911
53 1881,34.11333333,-118.265,1929,HWB1,other,conventional,0.3514,none,11281113.0432,363.7748034667767,C,0.9999908811022925,9.085791605752933e-06,3.3105399064528554e-08,7.026593006185107e-13,3.7116700759998367e-17,none,3.1048145077921383
53 1885,34.32,-118.495,1971,HWB5,other,conventional,1.261,none,1351350.0,323.5342358398423,CD,4.228928941030219e-06,0.0027909118641500363,0.062177115930457605,0.6914509046348105,0.2435768386416408,extensive,569590.5945043826
53 1886,34.04666667,-118.53,1961,HWB3,other,conventional,0.279,none,12072060.0,372.0922937011734,C,1.0,2.6754372724720374e-19,6.195803011009132e-24,4.049063215014235e-28,4.141118230181368e-37,none,9.690010274902546e-14
53 1888,33.91,-118.0266667,1987,HWB4,other,seismic,0.1331,none,27649691.2692,337.2077999330069,CD,1.0,9.871239583659127e-37,3.799651280841256e-43,8.697397619876847e-49,1.4626610612691677e-60,none,8.188110212769346e-31
53 1900,34.01,-118.495,1939,HWB7,other,conventional,0.3247,none,7447289.850000001,379.9634570312516,C,0.9999999966098003,3.390199508877166e-09,1.8762459306945918e-16,1.0322760649592315e-22,4.9342851686812244e-33,none,0.0007574340635418474
53 1930,34.05666667,-118.21,1925,HWB5,other,conventional,0.2093,none,10929448.53,408.2415478515625,C,0.9999969973761531,3.0023564950314568e-06,2.6731029847952713e-10,4.1606239917740716e-14,1.9386499628691968e-22,none,0.9846568614499434
53 1932,34.08166667,-118.2283333,1960,HWB5,other,conventional,0.2045,none,1351350.0,363.7915507282579,C,0.9999982764699524,1.7234030773526216e-06,1.2695311139588603e-10,1.712644488988075e-14,6.196085641750658e-23,none,0.06988135289033616
53 1933,34.16333333,-118.2516667,1990,HWB4,other,seismic,0.1613,none,14280165.9,332.8118502598662,CD,1.0,1.2241684972547434e-31,1.3676666315926094e-37,7.48263182983552e-43,6.658373770111645e-54,none,5.244414393777678e-26
53U0001,34.11666667,-118.755,1950,HWB5,other,conventional,0.2752,none,410384.975,422.9783874511373,C,0.9992045146123955,0.0007948359249514992,6.489205408316969e-07,5.421121711032816e-10,4.9635486188250165e-17,none,9.807021833596597
53U0002,34.11666667,-118.755,1950,HWB5,other,conventional,0.2752,none,835942.107,422.9783874511373,C,0.9992045146123955,0.0007948359249514992,6.489205408316969e-07,5.421121711032816e-10,4.9635486188250165e-17,none,19.976614628670905
55 0139,33.87333333,-118.0116667,1957,HWB5,other,conventional,0.1481,none,8601892.299000002,241.8117486129873,D,0.9999999998020161,1.979827818232876e-10,1.0275646377054559e-15,1.882971206985075e-20,2.0034530628850823e-30,none,5.109150414953035e-05
55 0210,33.86833333,-118.0016667,1957,HWB5,other,conventional,0.143,none,3665969.307,241.7953537770738,D,0.9999999999365432,6.345657795985393e-11,2.465445862116313e-16,3.634957916851731e-21,2.6352452970755522e-31,none,6.978968323164595e-06
55 0299,33.855,-118.0033333,1969,HWB3,other,conventional,0.1406,none,10900890.0,239.3313873231199,D,1.0,3.075920101731165e-35,1.6047232198485696e-41,4.710049163459343e-47,1.2741674172620591e-58,none,1.0059093997785471e-29
55 0300,33.855,-118.01,1969,HWB3,other,conventional,0.1399,none,12861838.99,239.0912036132811,D,1.0,2.2559369783599274e-35,1.1448014267638321e-41,3.2849212407717283e-47,8.510022114799655e-59,none,8.704661235682677e-30
55 0302,33.85666667,-118.0283333,1969,HWB5,other,conventional,0.1368,none,9932180.758500002,236.660617675268,D,0.9999999999855871,1.4412884387135772e-11,3.881133497128814e-17,4.345692390923159e-22,1.9389657419633104e-32,none,4.294572029106459e-06
55 0306,33.86166667,-118.0383333,1969,HWB5,other,conventional,0.1445,none,18949837.131225,237.3301783611816,D,0.9999999999106721,8.932747403188262e-11,3.7832330820481478e-16,5.951007911610681e-21,4.83648978293964e-31,none,5.078280608883572e-05
55 0308,33.86,-118.0366667,1969,HWB5,other,conventional,0.1445,none,11463623.6715,237.2591469551514,D,0.9999999999106721,8.932747403188262e-11,3.7832330820481478e-16,5.951007911610681e-21,4.83648978293964e-31,none,3.0720843348353274e-05
55 0309,33.85833333,-118.0333333,1969,HWB5,other,conventional,0.1368,none,22003941.96,237.4271792266231,D,0.9999999999855871,1.4412884387135772e-11,3.881133497128814e-17,4.345692390923159e-22,1.9389657419633104e-32,none,9.5142764685013e-06
55 0405,33.80333333,-118.0816667,1966,HWB5,other,conventional,0.1271,none,14546789.50725,229.0251324190168,D,0.9999999999988921,1.107937244957267e-12,1.6227042376733322e-18,1.150566403153988e-23,2.2933998888185357e-34,none,4.83509785141876e-07
55 0406,33.80666667,-118.0816667,1966,HWB5,other,conventional,0.1271,none,23579417.862,230.0277373244861,D,0.9999999999988921,1.107937244957267e-12,1.6227042376733322e-18,1.150566403153988e-23,2.2933998888185357e-34,none,7.837385189731406e-07
55 0039,33.87166667,-118.0283333,1967,HWB5,other,conventional,0.1445,none,1351350.0,235.6309032012082,D,0.9999999999106721,8.932747403188262e-11,3.7832330820481478e-16,5.951007911610681e-21,4.83648978293964e-31,none,3.621421362776214e-06
55 0052,33.815,-118.0716667,1955,HWB28,other,conventional,0.1325,none,1426425.0,228.299494719813,D,1.0,7.410091962322524e-37,2.7817017783918448e-43,6.238147673848396e-49,1.0087731607576937e-60,none,3.170985302540185e-32
55 0071,33.88333333,-118.0,1960,HWB5,other,conventional,0.1232,none,1351350.0,307.2251586914062,CD,0.9999999999996411,3.5889614569321287e-13,4.059853383538294e-19,2.3716420243689773e-24,3.3594940452839427e-35,none,1.4549873085539884e-08
55 0116,33.845,-118.0366667,1978,HWB6,other,seismic,0.1368,none,1486485.0,238.1345342809086,D,0.9999999999999805,1.9534662980076462e-14,2.2941239152745295e-24,1.3725067467085362e-28,2.8939285978290296e-39,none,8.711395052710343e-10
55 0126,33.81666667,-118.0283333,1958,HWB3,other,conventional,0.132,none,1351350.0,236.0165753139665,D,1.0,5.826833832717445e-37,2.1419574074937295e-43,4.721803228523018e-49,7.389349557433259e-61,none,2.362229885596082e-32
55 0127,33.865,-118.0283333,1958,HWB5,other,conventional,0.1445,none,1351350.0,235.7518593544059,D,0.9999999999106721,8.932747403188262e-11,3.7832330820481478e-16,5.951007911610681e-21,4.83648978293964e-31,none,3.621421362776214e-06
55 0145,33.845,-118.045,1958,HWB5,other,conventional,0.1343,none,1351350.0,237.9415081787114,D,0.9999999999923311,7.668895805240773e-12,1.7727530888769465e-17,1.770119943283442e-22,6.453159527849843e-33,none,3.109027869400742e-07
55 0158,33.84,-118.05,1957,HWB7,other,conventional,0.1323,none,1351350.0,237.5634979248048,D,1.0,4.09905771536067e-25,6.731831331802136e-37,3.083416548298103e-46,8.908374410350523e-61,none,1.66177849310307e-20
55 0196,33.87833333,-118.0016667,1960,HWB7,other,conventional,0.1232,none,0.0,271.6281817824264,CD,1.0,9.527049343360445e-27,6.81317509464384e-39,1.774782552062921e-48,2.3684768714843714e-63,none,0.0
55 0199,33.81833333,-118.0183333,1958,HWB3,other,conventional,0.1329,none,1351350.0,237.3159675733904,D,1.0,8.973102155254484e-37,3.425246134058775e-43,7.787086815641735e-49,1.2926048533522815e-60,none,3.637744182242342e-32
55 0200,33.86166667,-118.01,1950,HWB5,other,conventional,0.1481,none,1351350.0,238.5686230468753,D,0.9999999998020161,1.979827818232876e-10,1.0275646377054559e-15,1.882971206985075e-20,2.0034530628850823e-30,none,8.026432060826228e-06
55 0201,33.86166667,-118.0016667,1958,HWB3,other,conventional,0.143,none,32247937.722,239.5332372737545,D,1.0,8.761698918878718e-35,5.02087807856906e-41,1.5912579296731549e-46,4.985145545137595e-58,none,8.476414585412843e-29
55 0250,33.815,-118.0533333,1973,HWB3,other,conventional,0.1318,none,12938695.77,234.44699730416,D,1.0,5.290809785812822e-37,1.92862206967211e-43,4.222377377722198e-49,6.521453613591042e-61,none,2.0536873421891237e-31
55 0264,33.81,-118.075,1962,HWB28,other,conventional,0.1317,none,14498936.8524,229.4913513183618,D,1.0,5.041197727538027e-37,1.8299112252716048e-43,3.992497557975008e-49,6.125947662401414e-61,none,2.1927623479169425e-31
55 0267,33.815,-118.0616667,1958,HWB3,other,conventional,0.1325,none,28863624.2895,230.9727066970082,D,1.0,7.410091962322524e-37,2.7817017783918448e-43,6.238147673848396e-49,1.0087731607576937e-60,none,6.416469733778249e-31
55 0268,33.815,-118.045,1958,HWB3,other,conventional,0.1318,none,8000975.782800002,236.7629650878906,D,1.0,5.290809785812822e-37,1.92862206967211e-43,4.222377377722198e-49,6.521453613591042e-61,none,1.2699504635078132e-31
55 0269,33.815,-118.0366667,1958,HWB3,other,conventional,0.132,none,14236526.304,236.8815305984494,D,1.0,5.826833832717445e-37,2.1419574074937295e-43,4.721803228523018e-49,7.389349557433259e-61,none,2.4886186333950147e-31
55 0270,33.81666667,-118.03,1958,HWB3,other,conventional,0.132,none,19339169.85,236.1083007812517,D,1.0,5.826833832717445e-37,2.1419574074937295e-43,4.721803228523018e-49,7.389349557433259e-61,none,3.3805871892765534e-31
55 0271,33.81666667,-118.01,1959,HWB3,other,conventional,0.1329,none,18759440.7,237.3587432861343,D,1.0,8.973102155254484e-37,3.425246134058775e-43,7.787086815641735e-49,1.2926048533522815e-60,none,5.049916473788819e-31
55 0272,33.82333333,-118.0016667,1959,HWB3,other,conventional,0.1329,none,13722634.926,238.4293151672614,D,1.0,8.973102155254484e-37,3.425246134058775e-43,7.787086815641735e-49,1.2926048533522815e-60,none,3.694041911206725e-31
55 0458,33.83166667,-118.0583333,1955,HWB28,other,conventional,0.1323,none,6046360.32,234.3853035368174,D,1.0,6.731828828882235e-37,2.5059977358665534e-43,5.5814872277679e-49,8.908374410350523e-61,none,1.2210930935412272e-31
55 0579,33.87833333,-118.005,1987,HWB4,other,seismic,0.1232,none,1486485.0,270.4094659423658,CD,1.0,6.813173388442516e-39,1.7079733543868562e-45,2.75325310923847e-51,2.3684768714843714e-63,none,3.0383060444073407e-34
55 0604,33.81833333,-118.0233333,1989,HWB8,other,seismic,0.1329,none,0.0,236.5586213819835,D,1.0,1.1315472111494877e-17,1.0586314400350078e-22,3.325564432732337e-27,8.973105580508405e-37,none,0.0
53 0005,34.005,-118.09,1926,HWB5,other,conventional,0.1735,none,2826073.25,267.7150878906224,D,0.9999999767447566,2.3254798403111216e-08,4.450027603733646e-13,2.1743509821029524e-17,1.3067949467894453e-26,none,0.001971693535229229
53 0007,33.96666667,-118.04,1930,HWB5,other,conventional,0.1381,none,5945114.175000001,345.6820312500001,CD,0.9999999999801452,1.9854713043130775e-11,5.781711997698886e-17,6.865343921471828e-22,3.397524694494697e-32,none,3.541183577968969e-06
53 0008,34.01166667,-118.495,1935,HWB5,other,conventional,0.3247,none,8236478.25,378.0369970703158,C,0.9901111654498599,0.009858845939628805,2.9920202348893075e-05,6.840812483441331e-08,3.754888936383884e-14,none,2455.9209330435356
53 0037,34.01,-118.16,1950,HWB5,other,conventional,0.1674,none,2509507.0,359.0183276367289,CD,0.9999999916500532,8.349827767881576e-09,1.1901966322230812e-13,4.659849090902644e-18,1.8937659061149687e-27,none,0.0006286424343465161
53 0068,34.04,-118.56,1979,HWB5,other,seismic,0.1299,slight,3542789.250000001,485.0231933593504,C,0.9999999999975976,2.4024607769686962e-12,4.21484957958336e-18,3.421872134445346e-23,8.660343197501981e-34,none,2.553435610419503e-07
53 0199,34.07,-118.235,1936,HWB5,other,conventional,0.2471,none,1351350.0,314.1041760253909,CD,0.9998905238861276,0.00010943854754271578,3.75501062171715e-08,1.622343402547764e-11,4.610179270332944e-19,none,4.440758384423411
53 0202,34.07833333,-118.2283333,1931,HWB5,other,conventional,0.2045,none,1351350.0,356.115063886503,CD,0.9999982764699524,1.7234030773526216e-06,1.2695311139588603e-10,1.712644488988075e-14,6.196085641750658e-23,none,0.06988135289033616
53 0233,34.00333333,-118.0816667,1938,HWB5,other,conventional,0.1735,none,1300799.5,283.1279290711247,CD,0.9999999767447566,2.3254798403111216e-08,4.450027603733646e-13,2.1743509821029524e-17,1.3067949467894453e-26,none,0.000907541219881478
53 0237,34.07166667,-118.0716667,1951,HWB5,other,conventional,0.1606,none,2637635.0,291.9608110597917,CD,0.9999999975489766,2.4509985949025126e-09,2.4826356009369585e-14,7.518245409673887e-19,1.9413983337071375e-28,none,0.00019395042949097295
53 0270,33.96,-118.24,1987,HWB5,other,seismic,0.1754,none,1974272.300000001,270.8615087890644,CD,0.9999999684351859,3.1564153500770335e-08,6.606001887719667e-13,3.4528030749138795e-17,2.3374660273109832e-26,none,0.001869591371299827
53 0315,34.13166667,-118.0733333,1939,HWB5,other,conventional,0.143,none,2664912.25,310.056557904569,CD,0.9999999999365432,6.345657795985393e-11,2.465445862116313e-16,3.634957916851731e-21,2.6352452970755522e-31,none,5.07323892244559e-06
53 0344,34.1,-118.1983333,1940,HWB5,other,conventional,0.1719,none,3324771.45,427.9834911896973,C,0.9999999821074879,1.7892194886045413e-08,3.1726194679218467e-13,1.4638128786556153e-17,7.950316501448646e-27,none,0.0017847081600929314
53 0388,34.015,-118.5,1935,HWB5,other,conventional,0.3247,none,1669167.5,378.9412048339839,C,0.9901111654498599,0.009858845939628805,2.9920202348893075e-05,6.840812483441331e-08,3.754888936383884e-14,none,497.70584946374936
53 0425,34.08666667,-118.2116667,1940,HWB5,other,conventional,0.2152,none,4900445.550000001,430.6565169873065,C,0.9999942592637622,5.7400949705770756e-06,6.41148797776414e-10,1.1843657078565734e-13,7.4722399687466015e-22,none,0.8441221839340858
53 0431,34.11166667,-118.1816667,1900,HWB5,other,conventional,0.1391,none,12507244.75,409.1558165870007,C,0.9999999999746868,2.531309983054718e-11,7.824545984765831e-17,9.716720222860396e-22,5.204004035024117e-32,none,9.497992342702698e-06
53 0538,34.085,-118.215,1961,HWB5,other,conventional,0.2152,none,7369662.3,429.9763854980466,C,0.9999942592637622,5.7400949705770756e-06,6.41148797776414e-10,1.1843657078565734e-13,7.4722399687466015e-22,none,1.2694550673117257
53 0697,34.03,-118.2016667,1965,HWB5,other,conventional,0.1958,none,1351350.0,373.9020759669483,C,0.9999994118217502,5.88147886835884e-07,3.03597695921316e-11,3.132062430157989e-15,7.051316363698629e-24,none,0.02384709259836937
53 0774,34.035,-118.1783333,1967,HWB5,other,conventional,0.2077,none,4211707.5,409.1443045088859,C,0.9999974974514863,2.502339221344046e-06,2.0926130123192038e-10,3.1066261606620516e-14,1.3313313949654031e-22,none,0.3162441664842173
53 0791,34.055,-118.1933333,1952,HWB5,other,conventional,0.2088,none,6630623.999999999,421.9255365047568,C,0.9999971626850764,2.8370671757417365e-06,2.477098055653072e-10,3.7991261605154794e-14,1.7246365226046262e-22,none,0.5644772317755503
53 0803,33.98,-118.1283333,1978,HWB5,other,seismic,0.1286,none,13529215.7,301.7358554205707,CD,0.9999999999983168,1.683177949333542e-12,2.71688523200602e-18,2.0720951675304343e-23,4.696950046957147e-34,none,6.831652667967062e-07
