structure_number,latitude,longitude,year_built,hwb_class,material,design_era,sa1s_shakemap,obs,replacement_cost_usd,vs30,nehrp_class,p_none,p_slight,p_moderate,p_extensive,p_complete,predicted_ds,repair_cost_usd
53 1141,33.85666667,-118.2816667,1961,HWB5,other,conventional,0.1094,none,1351350.0,231.3038138934247,D,0.9999999999999961,3.9245160900098884e-15,1.656463877764774e-21,4.62136672631865e-27,1.7793232814900043e-38,none,1.5910202362560407e-10
53 1142,33.86,-118.285,1961,HWB3,other,conventional,0.1171,none,6716547.337500001,246.8752685546708,D,1.0,2.3902922860808673e-40,4.520559570571272e-47,5.787469790361752e-53,3.2048535870375413e-65,none,4.816355815990877e-35
53 1144,33.86,-118.2883333,1962,HWB28,other,conventional,0.1171,none,34390068.3126,259.7172299775482,D,1.0,2.3902922860808673e-40,4.520559570571272e-47,5.787469790361752e-53,3.2048535870375413e-65,none,2.466070693865851e-34
53 1145,34.16166667,-118.4666667,1958,HWB3,other,conventional,0.6947,none,1351350.0,287.9555228900688,CD,0.9999929853202236,6.9907546197977745e-06,2.3831089332327784e-08,9.40670503629094e-11,2.484338068841968e-16,none,0.28601679878229896
53 1146,34.16166667,-118.4666667,1958,HWB3,other,conventional,0.6947,none,1351350.0,287.9555228900688,CD,0.9999929853202236,6.9907546197977745e-06,2.3831089332327784e-08,9.40670503629094e-11,2.484338068841968e-16,none,0.28601679878229896
53 1147,34.16333333,-118.4683333,1958,HWB3,other,conventional,0.6947,none,1351350.0,285.2026814148385,CD,0.9999929853202236,6.9907546197977745e-06,2.3831089332327784e-08,9.40670503629094e-11,2.484338068841968e-16,none,0.28601679878229896
53 1150,34.02333333,-118.1733333,1960,HWB5,other,conventional,0.1674,none,7558450.899999999,393.2294736927054,C,0.9999999916500532,8.349827767881576e-09,1.1901966322230812e-13,4.659849090902644e-18,1.8937659061149687e-27,none,0.0018934248733574427
53 1151,34.02333333,-118.17,1960,HWB28,other,conventional,0.1674,none,11020443.0336,394.0655322265656,C,1.0,1.0613182294073135e-30,1.4565538934806364e-36,9.429066381894848e-42,1.157453498967966e-52,none,3.5088719680665026e-25
53 1152,34.03333333,-118.17,1960,HWB15,other,conventional,0.1854,none,10445755.32,405.8153015136719,C,1.0,0.0,0.0,1.133593413802511e-26,2.2410191523343188e-36,none,2.960309860577049e-20
53 1153,34.03833333,-118.17,1960,HWB3,other,conventional,0.1854,none,6013722.714999999,409.7533251953147,C,1.0,3.388173463075959e-28,8.187661888143608e-34,8.419280030647303e-39,2.5040258916340143e-49,none,6.112700107106435e-23
53 1154,34.04,-118.1683333,1960,HWB28,other,conventional,0.1854,none,6418006.595,410.9681267046886,C,1.0,3.388173463075959e-28,8.187661888143608e-34,8.419280030647303e-39,2.5040258916340143e-49,none,6.52363792943292e-23
53 1155,34.045,-118.1683333,1960,HWB3,other,conventional,0.1796,none,1846214.37,415.0013941761705,C,1.0,5.790402068208229e-29,1.1734123139579355e-34,1.0447954087115627e-39,2.3594096184981067e-50,none,3.2071143833687624e-24
53 1159,34.16333333,-118.4683333,1958,HWB3,other,conventional,0.6947,none,6668076.665249999,285.2026814148385,CD,0.9999929853202236,6.9907546197977745e-06,2.3831089332327784e-08,9.40670503629094e-11,2.484338068841968e-16,none,1.4113160482700646
53 1160,34.16333333,-118.47,1958,HWB15,other,conventional,0.6947,none,1726725.0,285.2872143554633,CD,0.9999709883258975,0.0,0.0,2.901021086152594e-05,1.4632409552282024e-09,none,12.52569070220551
53 1164,33.84,-118.2633333,1961,HWB3,other,conventional,0.1049,none,17029172.16,214.944477621777,D,1.0,1.3513692219382127e-43,1.3876204790079247e-50,1.0782276335854423e-56,2.2986870117413773e-69,none,6.903811630040155e-38
53 1165,33.82666667,-118.2166667,1961,HWB7,other,conventional,0.1277,none,11227316.1,214.2459595147681,D,1.0,6.43026550943895e-26,6.988765929621991e-38,2.418758374808011e-47,4.762008293865504e-62,none,2.165838704448236e-20
53 1166,33.82666667,-118.245,1962,HWB1,other,conventional,0.1272,none,31318347.06,227.1779736328169,D,1.0,3.7572695451066576e-21,5.22658382590354e-26,2.4065558680618796e-34,2.2802802779438576e-41,none,3.530275098723401e-15
53 1167,33.82666667,-118.2416667,1962,HWB3,other,conventional,0.1272,none,13964040.09,211.3260679444168,D,1.0,5.426408459564535e-38,1.6242054140194927e-44,3.026647165772467e-50,3.435123537260166e-62,none,2.2732393726703563e-32
53 1168,33.82666667,-118.2266667,1962,HWB1,other,conventional,0.1313,none,85422971.33369999,213.5576264035395,D,1.0,1.6668116171978484e-20,2.7627589535501294e-25,1.657812073600563e-33,1.9150168166576778e-40,none,4.2717088323037506e-14
53 1169,33.82666667,-118.2216667,1961,HWB5,other,conventional,0.1277,none,6995263.275,213.7945129815658,D,0.999999999998689,1.3109715903593733e-12,1.9964795487948443e-18,1.457634807531033e-23,3.059365117136426e-34,none,2.7511885991577473e-07
53 1171,33.83333333,-118.2533333,1961,HWB3,other,conventional,0.1272,none,14872777.92,219.3871739097592,D,1.0,5.426408459564535e-38,1.6242054140194927e-44,3.026647165772467e-50,3.435123537260166e-62,none,2.4211749701963462e-32
53 1172,33.86,-118.3083333,1962,HWB5,other,conventional,0.1161,none,14307120.828,280.4626896587394,CD,0.9999999999999607,3.925656078764681e-14,2.714122194741554e-20,1.096105099450377e-25,8.099497755560476e-37,none,1.684948181982909e-08
53 1173,34.15,-118.2783333,1967,HWB1,other,conventional,0.3342,none,11397593.7075,323.6445983942861,CD,0.9999971384317189,2.853642643506978e-06,7.925526254856911e-09,1.1131542179678553e-13,4.310077354515909e-18,none,0.9829666545974548
53 1174,33.86,-118.3166667,1962,HWB5,other,conventional,0.1214,none,8785795.26825,280.2572867897696,CD,0.999999999999791,2.0901235741295062e-13,2.092728638347711e-19,1.115600790518383e-24,1.3448243691454204e-35,none,5.509034051566769e-08
53 1175,33.86333333,-118.325,1962,HWB5,other,conventional,0.133,none,12967515.41085,276.7270629882797,CD,0.9999999999945203,5.479769897738782e-12,1.1687097629320935e-17,1.0985544461182454e-22,3.6000887709342957e-33,none,2.1317821424708147e-06
53 1176,33.865,-118.3283333,1962,HWB3,other,conventional,0.133,none,12027387.9726,274.9649097327633,CD,1.0,9.411698150959832e-37,3.607690594551878e-43,8.229894180955104e-49,1.3750480946902948e-60,none,3.395947825590182e-31
53 1177,33.86833333,-118.3333333,1962,HWB3,other,conventional,0.133,none,3768239.475,273.233322257098,CD,1.0,9.411698150959832e-37,3.607690594551878e-43,8.229894180955104e-49,1.3750480946902948e-60,none,1.0639670625560624e-31
53 1178,34.20333333,-118.4733333,1963,HWB5,other,conventional,0.6773,none,11387285.91,290.4805268842025,CD,0.0892280533589539,0.5426521616625318,0.31258559795108015,0.05546258655395791,7.160047347623481e-05,slight,628847.6031155799
53 1179,33.86,-118.2983333,1962,HWB3,other,conventional,0.1161,none,14964669.72,278.9719601247772,CD,1.0,1.3489149782965622e-40,2.432500577064463e-47,2.995348801177481e-53,1.539768086757026e-65,none,6.055823051307331e-35
53 1180,34.12333333,-118.27,1957,HWB5,other,conventional,0.3514,none,1351350.0,323.5019824218562,CD,0.9735307185984753,0.02632071268316254,0.00014802289590365604,5.458217558421503e-07,7.026964173192707e-13,none,1083.2417117691314
53 1181,34.12333333,-118.27,1957,HWB3,other,conventional,0.3514,slight,1351350.0,323.5019824218562,CD,0.9999999999999954,4.5519008625814175e-15,3.760041273207139e-19,6.962859908038747e-23,5.228437430889678e-31,none,1.845770094968309e-10
53 1191,33.80166667,-118.115,1963,HWB5,other,conventional,0.1316,none,11263556.304,237.461675415034,D,0.9999999999962085,3.7915324564249646e-12,7.408088525006167e-18,6.520356322038308e-23,1.902885482981553e-33,none,1.2811908545389628e-06
53 1193,33.80166667,-118.1216667,1963,HWB5,other,conventional,0.1316,none,1351350.0,240.3670286563632,D,0.9999999999962085,3.7915324564249646e-12,7.408088525006167e-18,6.520356322038308e-23,1.902885482981553e-33,none,1.5371142244535874e-07
53 1194,33.80166667,-118.125,1963,HWB5,other,conventional,0.1254,none,55858300.89840001,241.7555999755891,D,0.9999999999993172,6.827585031046152e-13,8.943920022941642e-19,5.832463317530993e-24,1.003065004199481e-34,none,1.1441358940396178e-06
53 1195,33.80166667,-118.1333333,1963,HWB7,other,conventional,0.1254,none,11963451.5,241.1799797194854,D,1.0,2.4537408530540212e-26,2.1572971762116e-38,6.46528897931709e-48,1.0452770190699756e-62,none,8.80656290674477e-21
53 1196,33.80666667,-118.1416667,1964,HWB3,other,conventional,0.0953,none,19972202.25,251.003806125664,D,1.0,1.5518429192055969e-46,9.351439582872213e-54,4.6999088310704583e-60,4.356563937015273e-73,none,9.298117686934464e-41
53 1197,33.80833333,-118.15,1964,HWB5,other,conventional,0.0953,none,9913863.96,316.3218994140676,CD,1.0,1.3380507025476969e-17,1.7935186824192365e-24,2.1188332003728816e-30,1.7947679373648255e-42,none,3.979577213453357e-12
53 1198,33.81,-118.1583333,1964,HWB5,other,conventional,0.1074,none,7353849.402900002,328.5653157382823,CD,0.9999999999999981,1.8865191055931484e-15,6.831154999412598e-22,1.699039849550443e-27,5.343011902050964e-39,none,4.1619572383217313e-10
53 1199,33.81166667,-118.16,1962,HWB3,other,conventional,0.0977,none,21017233.0368,327.6290075683655,CD,1.0,9.167619977741704e-46,6.342728362064747e-53,3.5688504841586907e-59,4.1051089793366887e-72,none,5.780341230405294e-40
53 1200,33.81333333,-118.1666667,1964,HWB5,other,conventional,0.0977,none,18456257.2194,331.8226360168952,CD,1.0,3.8572694091937385e-17,6.358744082512771e-24,8.771279596710761e-30,9.762022674143987e-42,none,2.1357236302910595e-11
53 1201,33.815,-118.1716667,1964,HWB5,other,conventional,0.0977,none,9639630.0,330.5615061350339,CD,1.0,3.8572694091937385e-17,6.358744082512771e-24,8.771279596710761e-30,9.762022674143987e-42,none,1.1154799878180228e-11
53 1202,33.815,-118.175,1964,HWB5,other,conventional,0.0959,none,9340801.469999999,330.2961059570313,CD,1.0,1.7503556450107423e-17,2.4719343527372825e-24,3.036768855286146e-30,2.7557738344252898e-42,none,4.904919221776676e-12
53 1203,33.815,-118.18,1964,HWB5,other,conventional,0.0959,none,9167288.129999997,327.9099597167942,CD,1.0,1.7503556450107423e-17,2.4719343527372825e-24,3.036768855286146e-30,2.7557738344252898e-42,none,4.813806171217355e-12
53 1204,33.815,-118.19,1963,HWB5,other,conventional,0.0959,none,12252636.396,321.2550109863282,CD,1.0,1.7503556450107423e-17,2.4719343527372825e-24,3.036768855286146e-30,2.7557738344252898e-42,none,6.43394380762713e-12
53 1205,33.81666667,-118.19,1963,HWB3,other,conventional,0.0959,none,17378991.63,321.8389282226497,CD,1.0,2.432969486460711e-46,1.5181177126817364e-53,7.850400846231419e-60,7.684255912051499e-73,none,1.268476901304564e-40
53 1206,33.81666667,-118.19,1963,HWB5,other,conventional,0.0959,none,8046640.602000001,321.8389282226497,CD,1.0,1.7503556450107423e-17,2.4719343527372825e-24,3.036768855286146e-30,2.7557738344252898e-42,none,4.225346431592497e-12
53 1207,33.81833333,-118.195,1963,HWB3,other,conventional,0.1067,none,15289697.3229,293.0804455567002,CD,1.0,4.380674177672793e-43,4.94380738731359e-50,4.149926226165286e-56,1.0254685478733229e-68,none,2.0093760721219606e-37
53 1208,33.82166667,-118.1983333,1963,HWB4,other,conventional,0.1067,none,57400677.7344,291.4878478169613,CD,1.0,4.380674177672793e-43,4.94380738731359e-50,4.149926226165286e-56,1.0254685478733229e-68,none,7.543612272189223e-37
53 1209,33.825,-118.2033333,1963,HWB4,other,conventional,0.1124,none,66875126.8185,295.7927856335626,CD,1.0,1.5293598890156493e-41,2.3041107096386633e-48,2.4494285221595964e-54,9.507040232662998e-67,none,3.068285328577121e-35
53 1210,33.82666667,-118.2033333,1961,HWB7,other,conventional,0.1124,none,28019191.2,296.942467928726,CD,1.0,6.239726786181288e-29,1.5293601192343623e-41,1.9260285527665414e-51,9.507040232662998e-67,none,5.2449629357366784e-23
53 1211,33.82666667,-118.21,1961,HWB3,other,conventional,0.1277,none,1351350.0,257.005471801773,D,1.0,6.988763794162863e-38,2.1378738310490456e-44,4.0553876646693783e-50,4.762008293865504e-62,none,2.8332820971989374e-33
53 1212,33.82666667,-118.215,1961,HWB3,other,conventional,0.1277,none,14428814.4,224.9358398437294,D,1.0,6.988763794162863e-38,2.1378738310490456e-44,4.0553876646693783e-50,4.762008293865504e-62,none,3.0251897379158786e-32
53 1213,33.86333333,-118.2833333,1960,HWB10,other,conventional,0.1171,none,31565806.272,258.1401480783582,D,1.0,1.790412723215449e-32,7.883218297606997e-44,4.1643894240218615e-50,1.1515196239280843e-60,none,1.695474635058192e-26
53 1215,34.19333333,-118.3233333,1960,HWB5,other,conventional,0.2489,none,6314182.875,345.0359161304916,CD,0.9998737897634329,0.00012616431196757575,4.5903864103965573e-08,2.0735449608429847e-11,6.376250068284388e-19,none,23.92195650512369
53 1216,34.22166667,-118.3583333,1960,HWB3,other,conventional,0.2266,none,3793870.08,466.7366407589187,C,1.0,1.327593575847195e-23,9.740593226975002e-29,2.4847979845671172e-33,4.201299476384062e-43,none,1.5110448297349798e-18
53 1217,34.22666667,-118.3816667,1961,HWB5,other,conventional,0.4442,none,1351350.0,329.7181301758586,CD,0.7774689530696969,0.2153091830216284,0.007115165996898238,0.00010669621952347893,1.692252993556608e-09,none,9533.996570770347
53 1218,34.22666667,-118.3833333,1961,HWB5,other,conventional,0.4442,none,1351350.0,328.8172909667247,CD,0.7774689530696969,0.2153091830216284,0.007115165996898238,0.00010669621952347893,1.692252993556608e-09,none,9533.996570770347
53 1219,34.23333333,-118.4033333,1963,HWB5,other,conventional,0.4953,none,16075086.6276,321.6154818040789,CD,0.586764333502497,0.384623318311845,0.027818513722666433,0.0007937945068354837,3.9956156121978793e-08,none,224451.117425316
53 1220,34.27333333,-118.4483333,1963,HWB15,other,conventional,0.8551,none,10667016.36,381.5460515370644,C,0.9985682193403924,0.0,0.0,0.0014312940515175628,4.866080899798487e-07,none,3822.0999223338545
53 1221,34.23333333,-118.41,1963,HWB3,other,conventional,0.5513,none,1351350.0,316.8730285644557,CD,0.9999999809463656,1.9035072352444227e-08,1.8536032905906644e-11,2.6013072638657046e-14,9.459912019800359e-21,none,0.0007737040323538681
53 1222,34.22833333,-118.3933333,1963,HWB3,other,conventional,0.4953,moderate,1351350.0,325.9791641511248,CD,0.9999999992051052,7.944630907053195e-10,4.31304242098293e-13,3.7433322315957806e-16,5.419122700103863e-23,none,3.2254684831617284e-05
53 1223,34.14,-118.3633333,1957,HWB3,other,conventional,0.3715,none,1351350.0,467.5139289999061,C,0.9999999999999608,3.9171942994713826e-14,4.394023394204233e-18,1.0455997187899964e-21,1.2690596393272654e-29,none,1.5885255373011085e-09
53 1226,34.15166667,-118.3716667,1957,HWB3,other,conventional,0.4736,none,8993452.267800003,374.3393457956573,C,0.999999999806256,1.936616517736309e-10,8.229687927469043e-14,5.840714647044815e-17,5.749937223857112e-24,none,5.2309946604849996e-05
53 1227,33.87166667,-118.3416667,1962,HWB5,other,conventional,0.1375,none,14508242.2485,279.1763077614289,CD,0.9999999999828628,1.7137182261554594e-11,4.813794508015347e-17,5.563549880060464e-22,2.6250727466068395e-32,none,7.458967624995353e-06
53 1228,33.875,-118.3433333,1962,HWB3,other,conventional,0.1375,none,16464307.86,281.4079179865694,CD,1.0,7.663470299228762e-36,3.5330288186473163e-42,9.37256875926929e-48,2.089775568808412e-59,none,3.78521668202257e-30
53 1229,33.87666667,-118.345,1962,HWB3,other,conventional,0.1386,none,10500827.337,284.4015441894521,CD,1.0,1.2610944833704515e-35,6.076637204141073e-42,1.671359193545897e-47,3.993175351609304e-59,none,3.972765732476221e-30
53 1230,33.88,-118.3466667,1962,HWB3,other,conventional,0.1386,none,11382659.7885,288.5053421788377,CD,1.0,1.2610944833704515e-35,6.076637204141073e-42,1.671359193545897e-47,3.993175351609304e-59,none,4.3063883731190834e-30
53 1231,33.885,-118.35,1962,HWB3,other,conventional,0.1386,none,20849587.2585,293.4888122558598,CD,1.0,1.2610944833704515e-35,6.076637204141073e-42,1.671359193545897e-47,3.993175351609304e-59,none,7.887999977390889e-30
53 1232,33.88666667,-118.3533333,1963,HWB5,other,conventional,0.1386,none,16116470.37,295.6621856913624,CD,0.999999999977573,2.2426877814262786e-11,6.728929977168832e-17,8.171409430546994e-22,4.2071431208209134e-32,none,1.0843350114128132e-05
53 1233,33.89166667,-118.36,1963,HWB3,other,conventional,0.1476,none,14384269.3995,300.5419250488263,CD,1.0,6.091088342664417e-34,4.160405308407963e-40,1.5221203434135278e-45,6.274855865749339e-57,none,2.628480457317166e-28
53 1236,33.90166667,-118.3683333,1963,HWB7,other,conventional,0.1476,none,11330934.615,303.0529290953843,CD,1.0,1.035408707451536e-22,6.091092496449841e-34,6.635105767070295e-43,6.274855865749339e-57,none,3.5196445092357194e-17
53 1237,33.91,-118.3683333,1963,HWB5,other,conventional,0.1567,none,9368188.830000002,306.6845757399164,CD,0.9999999988380747,1.1619157015071673e-09,9.609632902223109e-15,2.4988906022078662e-19,4.9311688232761627e-29,none,0.000326558573461533
53 1238,33.91666667,-118.3666667,1963,HWB2,other,conventional,0.1567,none,6057129.078000001,310.56645954407,CD,1.0,2.0766310501973743e-25,1.7179204619619565e-35,3.883283996755131e-41,7.02148072787539e-55,none,3.773526696360917e-20
53 1239,33.91666667,-118.3666667,1963,HWB5,other,conventional,0.1567,none,7319551.239000001,310.56645954407,CD,0.9999999988380747,1.1619157015071673e-09,9.609632902223109e-15,2.4988906022078662e-19,4.9311688232761627e-29,none,0.00025514667289071243
53 1240,33.925,-118.3666667,1963,HWB7,other,conventional,0.1567,none,12665068.416,312.8012632155783,CD,1.0,1.879655818880177e-21,2.2203681562088044e-32,3.883283996755131e-41,7.02148072787539e-55,none,7.141790863619953e-16
53 1241,33.93,-118.3666667,1963,HWB3,other,conventional,0.1687,none,11272709.448,315.8821829458735,CD,1.0,1.65750672876628e-30,2.374394220367305e-36,1.5919186889873081e-41,2.089640004847106e-52,none,5.605398941579726e-25
53 1242,33.94,-118.3666667,1963,HWB4,other,conventional,0.1687,none,13897103.22,320.819702763987,CD,1.0,1.65750672876628e-30,2.374394220367305e-36,1.5919186889873081e-41,2.089640004847106e-52,none,6.910389027567191e-25
53 1243,33.94666667,-118.3666667,1963,HWB3,other,conventional,0.1829,none,27519296.805,326.1407467074695,CD,1.0,1.5979698985131656e-28,3.581859610295153e-34,3.4634872864697074e-39,9.157908842285883e-50,none,1.319258123538086e-22
53 1244,33.95333333,-118.3666667,1963,HWB7,other,conventional,0.1829,none,16457481.04,332.3858255518088,CD,1.0,2.236150834467988e-18,1.597973470913742e-28,9.493668817445743e-37,9.157908842285883e-50,none,1.1040422990355017e-12
